설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
부산광역자활센터,센터,부산광역시,연제구,서민·복지시설,KT,Public WiFi,16-Oct,부산광역시 연제구 거제천로 89,부산광역시 연제구 거제동 457-10,부산광역시,051-888-4604,35.182274,129.073054,2018-08-24
행복나눔지역아동센터(연산동),센터,부산광역시,연제구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 연제구 거제천로 118번길 47,부산광역시 연제구 연산동 1481-52,부산광역시,051-888-4604,35.1832572,129.0771035,2018-08-24
종합운동장역,역사,부산광역시,연제구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 연제구 거제동 905,부산광역시 연제구 거제동 905,부산광역시,051-888-4604,35.1914262,129.0680418,2018-08-24
종덕원,종덕원,부산광역시,연제구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 연제구 연산9동 130-1,부산광역시 연제구 연산9동 130-1,부산광역시,051-888-4604,35.182769,129.111397,2018-08-24
연제구청,민원실,부산광역시,연제구,관공서,SKT,Public WiFi,15-Oct,부산광역시 연제구 연제로 2 (연산동),부산광역시 연제구 연산동 1555,부산광역시,051-888-4604,35.1762349,129.0796236,2018-08-24
연제구 보건소,보건소,부산광역시,연제구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 연제구 연제로 2,부산광역시 연제구 연산동 1555,부산광역시,051-888-4604,35.176829,129.079139,2018-08-24
연제구 국민체육센터,센터,부산광역시,연제구,지역문화시설,SKT,Public WiFi,15-Oct,부산광역시 연제구 쌍미천로 132 (연산동),부산광역시 연제구 연산동 799,부산광역시,051-888-4604,35.1843963,129.0881781,2018-08-24
연일시장,시장,부산광역시,연제구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 연제구 쌍미천로141번길 41,부산광역시 연제구 연산동 637-35번지,부산광역시,051-888-4604,35.1851675,129.0848872,2018-08-24
연산9동주민센터,민원실,부산광역시,연제구,관공서,KT,Public WiFi,14-Oct,부산광역시 연제구 안연로 8번길 71,부산광역시 연제구 연산9동 396-8,부산광역시,051-888-4604,35.188608,129.104921,2018-08-24
연산8동주민센터,민원실,부산광역시,연제구,관공서,KT,Public WiFi,14-Oct,부산광역시 연제구 과정로251번길 33,부산광역시 연제구 연산8동 408-20,부산광역시,051-888-4604,35.187139,129.101054,2018-08-24
연산6동주민센터,민원실,부산광역시,연제구,관공서,KT,Public WiFi,14-Oct,부산광역시 연제구 쌍미천로52번길 2,부산광역시 연제구 연산동 2149-2,부산광역시,051-888-4604,35.177468,129.089712,2018-08-24
금정희망의 집,희망의집,부산광역시,금정구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 금정구 서부로 40,부산광역시 금정구 서3동 171-12,부산광역시,051-888-4604,35.221854,129.1131356,2018-08-24
금정체육공원실내체육관 관중석,문화센터,부산광역시,금정구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시,051-888-4604,35.2912621,129.1060397,2018-08-24
금정체육공원실내체육관 관중석,관중석,부산광역시,금정구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시,051-888-4604,35.2912621,129.1060397,2018-08-24
금정체육공원경륜장,실외휴게공간,부산광역시,금정구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시,051-888-4604,35.2912621,129.1060397,2018-08-24
금정체육공원,테니스장,부산광역시,금정구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시,051-888-4604,35.2912621,129.1060397,2018-08-24
금정체육공원,실내체육관,부산광역시,금정구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시,051-888-4604,35.2912621,129.1060397,2018-08-24
금정체육공원,광장분수대,부산광역시,금정구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시,051-888-4604,35.2912621,129.1060397,2018-08-24
금정청소년수련관,수련관,부산광역시,금정구,지역문화시설,LGU+,Public WiFi,13-Oct,부산광역시 금정구 기찰로96번길 47,부산광역시 금정구 부곡동3동 200-62,부산광역시,051-888-4604,35.2380043,129.0951305,2018-08-24
"금정구청 본관, 별관",민원실,부산광역시,금정구,관공서,KT,Public WiFi,15-Oct,부산광역시 금정구 중앙대로 1777,부산광역시 금정구 부곡동 78,부산광역시,051-888-4604,35.2428552,129.0923741,2018-08-24
금정구 지역자활센터,센터,부산광역시,금정구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 금정구 중앙대로 2049,부산광역시 금정구 남산동 91-12번지,부산광역시,051-888-4604,35.2671986,129.0924858,2018-08-24
금정구 종합사회복지관,분관,부산광역시,금정구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 금정구 동부곡로19번길 50,부산광역시 금정구 부곡동 282-32,부산광역시,051-888-4604,35.2278166,129.0942677,2018-08-24
금정구 종합사회복지관,복지관,부산광역시,금정구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 금정구 반송로490번길 47,부산광역시 금정구 금사동 545-22,부산광역시,051-888-4604,35.2141239,129.1184331,2018-08-24
금정구 장애인복지관,복지관,부산광역시,금정구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 금정구 서부로 77,부산광역시 금정구 서동 502-4,부산광역시,051-888-4604,35.2196379,129.0988366,2018-08-24
금정구 장애인근로작업장,작업장,부산광역시,금정구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 금정구 서부로 79,부산광역시 금정구 죽곡리 500-1,부산광역시,051-888-4604,35.242777,129.0921041,2018-08-24
금정구 보건소,민원실,부산광역시,금정구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 금정구 중앙대로 1777,부산광역시 금정구 부곡동 78,부산광역시,051-888-4604,35.2427234,129.0922979,2018-08-24
금성동 주민센터,민원실,부산광역시,금정구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 금정구 산성로 452,부산광역시 금정구 금성동 554-3,부산광역시,051-888-4604,35.2502933,129.0560784,2018-08-24
금사역,역사,부산광역시,금정구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 금정구 금사동 110-11,부산광역시 금정구 금사동 110-11,부산광역시,051-888-4604,35.216027,129.1154417,2018-08-24
금사동 주민센터,민원실,부산광역시,금정구,관공서,KT,Public WiFi,14-Oct,부산광역시 금정구 금사로85번길 12,부산광역시 금정구 금사동 388-4,부산광역시,051-888-4604,35.2203377,129.1110936,2018-08-24
금사나너울지역아동센터,센터,부산광역시,금정구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 금정구 금사로 86,부산광역시 금정구 금사동 68-21,부산광역시,051-888-4604,35.2201671,129.1119268,2018-08-24
글누리지역아동센터,센터,부산광역시,금정구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 금정구 금정로 135-1,부산광역시 금정구 장전동 222-48,부산광역시,051-888-4604,35.2367643,129.0875298,2018-08-24
구서오시게시장,시장,부산광역시,금정구,편의시설,KT,Public WiFi,15-Oct,부산광역시 금정구 구서로 12,부산광역시 금정구 구서동 87-9,부산광역시,051-888-4604,35.247338,129.0897387,2018-08-24
구서2동 주민센터,민원실,부산광역시,금정구,관공서,KT,Public WiFi,15-Oct,부산광역시 금정구 두실로7번길 115,부산광역시 금정구 구서동 184-6,부산광역시,051-888-4604,35.2551996,129.0905733,2018-08-24
구서1동 주민센터,민원실,부산광역시,금정구,관공서,KT,Public WiFi,15-Oct,부산광역시 금정구 수림로72번길 123,부산광역시 금정구 구서동 1063,부산광역시,051-888-4604,35.2451044,129.0869527,2018-08-24
BHS한서병원,민원실,부산광역시,금정구,서민·복지시설,LGU+,Public WiFi,12-Oct,부산광역시 금정구 중앙대로 1721,부산광역시 금정구 부곡3동 223-83,부산광역시,051-888-4604,35.2383052,129.0916839,2018-08-24
금정산성,"산성집, 물레방아집 주변",부산광역시,금정구,관광,부산광역시,Dynamic Busan,09-Mar,부산광역시 금정구 산성로 526,부산광역시 금정구 금성동 881-5,부산광역시,051-888-4604,35.245117,129.056015,2018-08-24
금정산성,금성동주민센터 주변,부산광역시,금정구,관광,부산광역시,Dynamic Busan,09-Mar,부산광역시 금정구 산성로 452,부산광역시 금정구 금성동 554-3,부산광역시,051-888-4604,35.251469,129.056086,2018-08-24
부산경남경마공원,공원,부산광역시,강서구,지역문화시설,LGU+,Public WiFi,16-Oct,부산광역시 강서구 녹산동 가락대로 929,부산광역시 강서구 범방동 1833,부산광역시,051-888-4604,35.155074,128.876672,2018-08-24
대저농협 산지유통센터,민원실,부산광역시,강서구,기타,KT,Public WiFi,16-Oct,부산광역시 강서구 울만로 228,부산광역시 강서구 대저2동 665-1,부산광역시,051-888-4604,35.167876,128.934981,2018-08-24
가락농협,민원실,부산광역시,강서구,기타,KT,Public WiFi,16-Oct,부산광역시 강서구 가락대로 1459,부산광역시 강서구 죽림동 730,부산광역시,051-888-4604,35.194441,128.902835,2018-08-24
신항만관리소,운영동,부산광역시,강서구,관공서,SKT,Public WiFi,16-Oct,부산광역시 강서구 신항남로 372,부산광역시 강서구 성북동 1488,부산광역시,051-888-4604,35.080309,128.8268032,2018-08-24
천가보건지소,민원실,부산광역시,강서구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 강서구 천가길338번길 5,부산광역시 강서구 성북동 412,부산광역시,051-888-4604,35.053401,128.8138534,2018-08-24
천가동 주민센터,민원실,부산광역시,강서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 강서구 동선3길 1,부산광역시 강서구 성북동 407-1,부산광역시,051-888-4604,35.052683,128.830714,2018-08-24
참사랑노인건강센터,센터,부산광역시,강서구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 강서구 상덕로119번길 28-11,부산광역시 강서구 강동동 2290번지,부산광역시,051-888-4604,35.1928063,128.9173432,2018-08-24
진애생활복지원,복지원,부산광역시,강서구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 강서구 성북2길 52,부산광역시 강서구 성북동 786-1,부산광역시,051-888-4604,35.0560471,128.8289709,2018-08-24
지사보건진료소,민원실,부산광역시,강서구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 강서구 과학산단2로20번길 5,부산광역시 강서구 지사동 1180,부산광역시,051-888-4604,35.1516061,128.8311429,2018-08-24
정다운어린신의 집,어르신의집,부산광역시,강서구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 강서구 낙동남로483번가길 21,부산광역시 강서구 녹산동 1101번지,부산광역시,051-888-4604,35.1135547,128.8685777,2018-08-24
을숙도노인요양원,요양원,부산광역시,강서구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 강서구 낙동남로991번길 54-1,부산광역시 강서구 명지동 3175-35번지,부산광역시,051-888-4604,35.1159478,128.9237079,2018-08-24
신항만관리소,4층,부산광역시,강서구,관공서,SKT,Public WiFi,12-Oct,부산광역시 강서구 신항남로 372,부산광역시 강서구 성북동 1488,부산광역시,051-888-4604,35.080309,128.8268032,2018-08-24
신항만관리소,3층,부산광역시,강서구,관공서,SKT,Public WiFi,12-Oct,부산광역시 강서구 신항남로 372,부산광역시 강서구 성북동 1488,부산광역시,051-888-4604,35.080309,128.8268032,2018-08-24
소망의집,소망의집,부산광역시,강서구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 강서구 강동신덕2길 81,부산광역시 강서구 강동동 2499,부산광역시,051-888-4604,35.1911275,128.9249901,2018-08-24
산업단지 행정지원센터,민원실,부산광역시,강서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 강서구 녹산산단262로50번길,부산광역시 강서구 송정동 1759,부산광역시,051-888-4604,35.084262,128.840361,2018-08-24
부산우편집중국,민원실,부산광역시,강서구,관공서,LGU+,Public WiFi,15-Oct,부산광역시 강서구 대저로49번길 22,부산광역시 강서구 대저1동 1549,부산광역시,051-888-4604,35.2168431,128.9587211,2018-08-24
베데스다원,다원,부산광역시,강서구,기타,LGU+,Public WiFi,15-Oct,부산광역시 강서구 공항로1319번길,부산광역시 강서구 대저1동 393-4,부산광역시,051-888-4604,35.2157992,128.9886874,2018-08-24
명지오션시티 민원센터,민원실,부산광역시,강서구,기타,KT,Public WiFi,15-Oct,부산광역시 강서구 명지오션시티11로 33,부산광역시 강서구 명지동 3232-3,부산광역시,051-888-4604,35.0845223,128.8997298,2018-08-24
명지동 주민센터,민원실,부산광역시,강서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 강서구 영강길19번길 58,부산광역시 강서구 명지동 1443-2,부산광역시,051-888-4604,35.1080696,128.9263887,2018-08-24
대저2동 주민센터,민원실,부산광역시,강서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 강서구 공항로811번가길 30-1,부산광역시 강서구 대저2동 2011-3,부산광역시,051-888-4604,35.1785166,128.9564592,2018-08-24
대저1동 주민센터,민원실,부산광역시,강서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 강서구 대저로221번길 19,부산광역시 강서구 대저1동 684-2,부산광역시,051-888-4604,35.2144968,128.9806543,2018-08-24
녹산보건지소,민원실,부산광역시,강서구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 강서구 생곡로 19,부산광역시 강서구 녹산동 13-17,부산광역시,051-888-4604,35.1236008,128.8956572,2018-08-24
